"","OBJECTID","FS_UNIT_NA","FS_UNIT_ID","PHYSIOGNOM","USGS_ANDER","USGS_AND_1","LOCAL_ANDE","SAF_COVER_","SRM_COVER_","NVCS_CLASS","NVCS_SUBCL","NVCS_FORMA","NVCS_DIVIS","NVCS_MACRO","NVCS_GROUP","NVCS_ALLIA","NVCS_ASSOC","CULTURAL_C","CULTURAL_S","CULTURAL_F","CULTURAL_1","CULTURAL_G","CULTURAL_2","CULTURAL_T","CULTURAL_3","NVCS_LEGAC","AGGREGATIO","REGIONAL_D","REG_DOMINA","TOTAL_VEGE","TREE_CFA_C","TREE_CFA_V","SHRUB_CFA_","SHRUB_CFA1","CONIFER_CF","HARDWOOD_C","HERBACEOUS","OS_TREE_DI","OS_TREE__1","OS_TREE__2","REGIONAL_1","HARDWOOD_1","TREE_CFA_1","OS_TREE__3","OS_TREE__4","OS_TREE__5","REGIONAL_2","HERBACEO_1","SHRUB_CF_1","LOCAL_CLAS","LOCAL_CL_1","LOCAL_CL_2","LOCAL_CL_3","LOCAL_CL_4","LOCAL_CL_5","LOCAL_OS_T","LOCAL_OS_1","LOCAL_OS_2","MAP_UPDATE","UPDATE_COM","SOURCE_DAT","SOURCE_D_1","SOURCE_D_2","REV_DATE","DATA_SOURC","ACCURACY","ECOREGION_","ECOREGION1","ECOREGIO_1","ECOREGIO_2","ECOREGIO_3","CALVEGZONE","TILE","COVERTYPE","R05_DATA_S","CAUSE_DATE","PROD","CANOPYSTRU","REFORESTAT","ORIGIN_YEA","CWHR_LIFEF","CWHR_TYPE","CWHR_SIZE","CWHR_DENSI","SOURCE_D_3","CON_CFA","HDW_CFA","SHB_CFA","TOTAL_TREE","OS_TREE__6","OS_TREE__7","ORIG_FID","combined_c","tree_shrub","prefire","postfire","centroid_l","Shape_Leng","Shape_Area","random_sor","dnbr_0006_20070925","ndmi_2006","flow_accumulation"
"34","35",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"20",0,NA,0,"20",NA,NA,"25",0,NA,"QC","01","01","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","NAIP","2007/09/02","P",NA,NA,0,"WHR_CON","SMC","4","P","2010/07/01","15","05",NA,"25","25","15","851","_20_","20_","25_75","25_75","34.7104719467186, -119.780172772934",539.998825728,5250.00175616,0.687973,0.139562267065048,0.112702344184604,760
"35","36",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"40",0,NA,0,"20",NA,NA,"00",0,NA,"QC","01","01","00",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"AC",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","NAIP","2007/09/02","P",NA,NA,0,"WHR_CON","SMC","2","P","2010/07/01","25","05",NA,"35","02","02","852","_20_","40_","75_100","75_100","34.7086620793304, -119.80347732048",640.00013047,10925.009871,0.0385217,0.202598067847165,0.359746685644211,666
"36","37",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"40",0,NA,0,"20",NA,NA,"07",0,NA,"QC","01","01","00",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,1997,8,28,"2010/08/16","31",0,"200","260","M262","M262B","M262Ba","7","48","MIX","TM","2007/09/02","P",NA,NA,0,"WHR_CON","SMC","3","P","1997/08/28","25","05",NA,"35","07","02","853","_20_","40_","75_100","25_75","34.7088017073464, -119.791769609263",950.00044522,14650.002456,0.209942,0.156798669695854,0.253481358900166,100
"37","38",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"20",0,NA,0,"01",NA,NA,"25",0,NA,"QC","01","01","07",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"AC",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","NAIP","2007/09/02","P",NA,NA,0,"WHR_MIX","MHC","4","S","2010/07/01","05","05",NA,"15","25","07","854","_01_","20_","25_75","25_75","34.7069964752943, -119.781488232149",729.999534761,15950.0015821,0.0618577,0.213036526974879,0.0623384909110564,308
"38","39",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"20",0,NA,0,"01",NA,NA,"25",0,NA,"QC","01","01","07",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"AC",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","NAIP","2007/09/02","P",NA,NA,0,"WHR_MIX","MHC","4","S","2010/07/01","05","05",NA,"15","25","07","854","_01_","20_","25_75","25_75","34.7157850879184, -119.803002432168",1114.66838542,16753.317605,0.613112,0.281313106417656,0.203504222219429,177
"39","40",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"20",0,NA,0,"20",NA,NA,"25",0,NA,"QC","01","01","07",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"AC",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","NAIP","2007/09/02","P",NA,NA,0,"WHR_CON","SMC","4","P","2010/07/01","15","05",NA,"25","25","07","855","_20_","20_","25_75","25_75","34.7096143477002, -119.79397758648",710.000033817,10675.0061769,0.00547039,0.176766523718834,0.0999598737831759,308
"40","41",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"20",0,NA,0,"20",NA,NA,"25",0,NA,"QC","01","01","07",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"AC",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","NAIP","2007/09/02","P",NA,NA,0,"WHR_CON","SMC","4","P","2010/07/01","15","05",NA,"25","25","07","855","_20_","20_","25_75","25_75","34.7140970883386, -119.800826303117",810.000838556,19175.008986,0.476038,0.220423290910928,0.203743575883433,145
"41","42",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"20",0,NA,0,"20",NA,NA,"25",0,NA,"QC","01","01","07",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"AC",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","NAIP","2007/09/02","P",NA,NA,0,"WHR_CON","SMC","4","P","2010/07/01","15","05",NA,"25","25","07","855","_20_","20_","75_100","25_75","34.7176870189275, -119.802672180937",629.999830005,11450.0046731,0.835454,0.297277769217124,0.214433102177339,4375
"42","43",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"20",0,NA,0,"20",NA,NA,"25",0,NA,"QC","01","01","07",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,1993,5,29,"2010/08/16","31",0,"200","260","M262","M262B","M262Ba","7","48","MIX","TM","2007/09/02","P",NA,NA,0,"WHR_CON","SMC","4","P","1993/05/29","15","05",NA,"25","25","07","856","_20_","20_","25_75","25_75","34.7087888703703, -119.785778882177",669.9991319,13600.0050738,0.747531,0.0732632875442505,0.0589943736837869,179
"43","44",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"40",0,NA,0,"20",NA,NA,"25",0,NA,"QC","20","20","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"AC",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","NAIP","2007/09/02","P",NA,NA,0,"WHR_MIX","MHC","4","M","2010/07/01","25","25",NA,"55","25","15","857","_20_","40_","75_100","75_100","34.7133193423257, -119.788154924831",380.000018095,4524.9954298,0.195032,0.232863193750381,0.385014622371772,116
"44","45",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"40",0,NA,0,"20",NA,NA,"25",0,NA,"QC","20","20","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"AC",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","NAIP","2007/09/02","P",NA,NA,0,"WHR_MIX","MHC","4","M","2010/07/01","25","25",NA,"55","25","15","857","_20_","40_","25_75","25_75","34.7122445810333, -119.78937432422",2049.99889768,45025.0044447,0.851519,0.230803988727869,0.418911961610469,2627
"45","46",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"40",0,NA,0,"20",NA,NA,"25",0,NA,"QC","20","20","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"AC",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","NAIP","2007/09/02","P",NA,NA,0,"WHR_MIX","MHC","5","M","2010/07/01","25","25",NA,"55","25","15","858","_20_","40_","75_100","75_100","34.7170175306655, -119.791545749032",1019.99974862,18050.0026076,0.751689,0.170992819799317,0.433860498238629,7646
"46","47",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"40",0,NA,0,"20",NA,NA,"25",0,NA,"QC","20","20","07",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","NAIP","2007/09/02","P",NA,NA,0,"WHR_CON","SMC","4","M","2010/07/01","25","15",NA,"45","25","07","859","_20_","40_","25_75","25_75","34.7154086383282, -119.791247663237",380.000518101,4350.00041323,0.943206,0.239626601338387,0.418947137165144,3065
"47","48",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"40",0,NA,0,"20",NA,NA,"15",0,NA,"QC","20","20","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,1997,8,28,"2010/08/16","31",0,"200","260","M262","M262B","M262Ba","7","48","MIX","TM","2007/09/02","P",NA,NA,0,"WHR_MIX","MHC","4","P","1997/08/28","15","15",NA,"35","15","15","860","_20_","40_","75_100","75_100","34.7045293727719, -119.788746764465",559.999826677,6650.00616458,0.979728,0.1072874913613,0.270903481235356,2564
"48","49",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"40",0,NA,0,"20",NA,NA,"25",0,NA,"QC","20","20","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,1997,8,28,"2010/08/16","31",0,"200","260","M262","M262B","M262Ba","7","48","MIX","TM","2007/09/02","P",NA,NA,0,"WHR_CON","SMC","4","M","1997/08/28","25","15",NA,"45","25","15","861","_20_","40_","75_100","75_100","34.7141442775157, -119.792610708714",1120.00005351,32550.0099175,0.982655,0.16648570579641,0.426092878020418,3045
"49","50",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"40",0,NA,0,"20",NA,NA,"25",0,NA,"QC","20","20","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,1997,8,28,"2010/08/16","31",0,"200","260","M262","M262B","M262Ba","7","48","MIX","TM","2007/09/02","P",NA,NA,0,"WHR_CON","SMC","4","M","1997/08/28","25","15",NA,"45","25","15","861","_20_","40_","75_100","25_75","34.715669645075, -119.799205069538",839.999639959,17425.0088236,0.12087,0.281199015676975,0.336038823963419,283
"50","51",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"40",0,NA,0,"20",NA,NA,"25",0,NA,"QC","20","20","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,1997,8,28,"2010/08/16","31",0,"200","260","M262","M262B","M262Ba","7","48","MIX","TM","2007/09/02","P",NA,NA,0,"WHR_CON","SMC","4","M","1997/08/28","25","15",NA,"45","25","15","861","_20_","40_","25_75","25_75","34.7184248427762, -119.797449255642",470.000622361,7850.01116397,0.772856,0.206197762489319,0.37035637969888,1311
"51","52",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"40",0,NA,0,"20",NA,NA,"25",0,NA,"QC","20","20","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,1997,8,28,"2010/08/16","31",0,"200","260","M262","M262B","M262Ba","7","48","MIX","TM","2007/09/02","P",NA,NA,0,"WHR_MIX","MHC","4","M","1997/08/28","15","25",NA,"45","25","15","862","_20_","40_","25_75","25_75","34.7060234163645, -119.792102626732",680.000532375,12800.0070493,0.470889,0.24518506867545,0.336296249753473,331
"52","53",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"40",0,NA,0,"20",NA,NA,"25",0,NA,"QC","20","20","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,1997,8,28,"2010/08/16","31",0,"200","260","M262","M262B","M262Ba","7","48","MIX","TM","2007/09/02","P",NA,NA,0,"WHR_MIX","MHC","4","M","1997/08/28","15","25",NA,"45","25","15","862","_20_","40_","75_100","75_100","34.707053506181, -119.791566069778",729.999834752,14425.0049685,0.559305,0.0943660865227381,0.323380353945575,686
"53","54",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"40",0,NA,0,"20",NA,NA,"25",0,NA,"QC","01","01","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,1997,8,28,"2010/08/16","31",0,"200","260","M262","M262B","M262Ba","7","48","MIX","TM","2007/09/02","P",NA,NA,0,"WHR_CON","SMC","4","P","1997/08/28","25","05",NA,"35","25","15","863","_20_","40_","75_100","75_100","34.7090176206194, -119.788583683041",1560.00037433,28799.9933796,0.446043,0.18821466434747,0.320124494380457,1197
"54","55",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"40",0,NA,0,"20",NA,NA,"25",0,NA,"QC","01","01","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,1997,8,28,"2010/08/16","31",0,"200","260","M262","M262B","M262Ba","7","48","MIX","TM","2007/09/02","P",NA,NA,0,"WHR_CON","SMC","4","P","1997/08/28","25","05",NA,"35","25","15","863","_20_","40_","75_100","25_75","34.7136272738535, -119.793937362716",790.00263765,11150.00034,0.360943,0.345815699015345,0.421276193464341,529
"55","56",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"40",0,NA,0,"20",NA,NA,"25",0,NA,"QC","01","01","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,1997,8,28,"2010/08/16","31",0,"200","260","M262","M262B","M262Ba","7","48","MIX","TM","2007/09/02","P",NA,NA,0,"WHR_CON","SMC","4","P","1997/08/28","25","05",NA,"35","25","15","863","_20_","40_","25_75","25_75","34.7171521019914, -119.798436313854",1900.00129055,36925.0041399,0.539232,0.388827596986017,0.24446951808102,1240
"56","57",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"40",0,NA,0,"20",NA,NA,"25",0,NA,"QC","20","20","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,1997,8,28,"2010/08/16","31",0,"200","260","M262","M262B","M262Ba","7","48","MIX","TM","2007/09/02","P",NA,NA,0,"WHR_MIX","MHC","4","P","1997/08/28","15","15",NA,"35","25","15","864","_20_","40_","75_100","75_100","34.7116613080261, -119.790793230949",569.999727127,9550.00323994,0.780936,0.2035977602005,0.386705855356241,88
"57","58",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"40",0,NA,0,"20",NA,NA,"25",0,NA,"QC","01","01","07",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"AC",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","NAIP",NA,"P",NA,NA,0,"WHR_CON","SMC","4","P","2010/07/01","25","05",NA,"35","25","07","865","_20_","40_","1_25","1_25","34.7059188709391, -119.780859285126",580.001027603,11550.0050643,0.0367506,0.0805464822512407,0.0650233185532912,33
"58","59",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"40",0,NA,0,"20",NA,NA,"25",0,NA,"QC","01","01","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","NAIP","2007/09/02","P",NA,NA,0,"WHR_CON","SMC","4","P","2010/07/01","25","05",NA,"35","25","15","866","_20_","40_","75_100","25_75","34.7125974010956, -119.79167855442",1170.0010558,19774.9943969,0.888748,0.198781275230905,0.379960807182987,3013
"59","60",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"40",0,NA,0,"20",NA,NA,"25",0,NA,"QC","20","20","07",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"AC",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","NAIP",NA,"P",NA,NA,0,"WHR_CON","SMC","4","M","2010/07/01","25","15",NA,"45","25","07","867","_20_","40_","1_25","1_25","34.7055312263765, -119.782318489465",619.999329497,6550.01152181,0.571396,0.0681497624942235,0.100453034168011,10
"60","61",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"40",0,NA,0,"20",NA,NA,"25",0,NA,"QC","20","20","07",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"AC",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","NAIP","2007/09/02","P",NA,NA,0,"WHR_MIX","MHC","4","P","2010/07/01","15","15",NA,"35","25","07","868","_20_","40_","25_75","25_75","34.7184371907026, -119.801656491234",810.000738525,7275.00780275,0.382527,0.393636026978493,0.186861905214448,5049
"61","62",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"40",0,NA,0,"20",NA,NA,"25",0,NA,"QC","20","20","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","NAIP","2007/09/02","P",NA,NA,0,"WHR_MIX","MHC","4","M","2010/07/01","15","25",NA,"45","25","15","869","_20_","40_","25_75","25_75","34.7189821530346, -119.79606512609",720.001034303,17225.0001885,0.26159,0.227589069043889,0.414612805833189,8475
"62","63",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"40",0,NA,0,"20",NA,NA,"07",0,NA,"QC","20","20","00",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,1997,8,28,"2010/08/16","31",0,"200","260","M262","M262B","M262Ba","7","48","MIX","TM","2007/09/02","P",NA,NA,0,"WHR_CON","SMC","3","M","1997/08/28","25","15",NA,"45","07","02","870","_20_","40_","25_75","25_75","34.7080594227795, -119.791062061793",739.998435199,7100.00542447,0.421634,0.255242548882961,0.319088421038678,107
"63","64",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"40",0,NA,0,"20",NA,NA,"25",0,NA,"QC","40","40","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,1997,8,28,"2010/08/16","31",0,"200","260","M262","M262B","M262Ba","7","48","MIX","TM","2007/09/02","P",NA,NA,0,"WHR_MIX","MHC","4","M","1997/08/28","15","35",NA,"55","25","15","871","_20_","40_","75_100","75_100","34.7129578787228, -119.790894033519",989.998847211,26125.0108999,0.654702,0.13733418818031,0.431649418955498,2419
"64","65",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"40",0,NA,0,"20",NA,NA,"25",0,NA,"QC","40","40","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,1997,8,28,"2010/08/16","31",0,"200","260","M262","M262B","M262Ba","7","48","MIX","TM","2007/09/02","P",NA,NA,0,"WHR_MIX","MHC","4","M","1997/08/28","15","35",NA,"55","25","15","871","_20_","40_","75_100","75_100","34.7188379337254, -119.799311920403",1201.07677071,18866.2627374,0.332211,0.284592245754443,0.41445087451265,8007
"65","66",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"80",0,NA,0,"40",NA,NA,"25",0,NA,"QC","20","20","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"AC",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","NAIP","2007/09/02","P",NA,NA,0,"WHR_CON","SMC","4","D","2010/07/01","35","25",NA,"65","25","15","921","_40_","80_","25_75","25_75","34.7168014886732, -119.785299278073",990.000347143,30325.0138457,0.176835,0.173206787142489,0.440553958524306,509
"66","67",NA,NA,NA,"4","44",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H","MP",NA,NA,"20",0,NA,0,"20",NA,NA,"25",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,1993,5,29,"2010/08/16","31",0,"200","260","M262","M262B","M262Ba","7","48","CON","TM","2007/09/02","P",NA,NA,0,"WHR_CON","SMC","5","P","1993/05/29","25",NA,NA,"25","25",NA,"1089","_20_","20_","25_75","25_75","34.7112262695948, -119.804273024938",910.000543359,14100.012438,0.889025,0.211380952037871,0.240535276676893,473
"67","68",NA,NA,NA,"4","44",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H","MP",NA,NA,"20",0,NA,0,"20",NA,NA,"25",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,1993,5,29,"2010/08/16","31",0,"200","260","M262","M262B","M262Ba","7","48","CON","TM","2007/09/02","P",NA,NA,0,"WHR_CON","SMC","5","P","1993/05/29","25",NA,NA,"25","25",NA,"1089","_20_","20_","75_100","75_100","34.7136454337276, -119.802478813711",770.001436701,11400.0017316,0.670793,0.152032914486798,0.230586946421987,678
"68","69",NA,NA,NA,"4","44",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H","MP",NA,NA,"20",0,NA,0,"20",NA,NA,"25",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,1993,5,29,"2010/08/16","31",0,"200","260","M262","M262B","M262Ba","7","48","CON","TM","2007/09/02","P",NA,NA,0,"WHR_CON","SMC","5","S","1993/05/29","15",NA,NA,"15","25",NA,"1090","_20_","20_","25_75","25_75","34.7082608285072, -119.795052986219",1630.00197766,45975.0133869,0.296402,0.108947146613643,0.0155865086247675,319
"69","70",NA,NA,NA,"4","44",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H","MP",NA,NA,"20",0,NA,0,"20",NA,NA,"25",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,1993,5,29,"2010/08/16","31",0,"200","260","M262","M262B","M262Ba","7","48","CON","TM","2007/09/02","P",NA,NA,0,"WHR_CON","SMC","5","S","1993/05/29","15",NA,NA,"15","25",NA,"1090","_20_","20_","25_75","25_75","34.7125152207983, -119.802374721214",1240.0003591,30450.0196409,0.449676,0.170262265512172,0.0991708679848486,403
"70","71",NA,NA,NA,"4","44",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H","MP",NA,NA,"20",0,NA,0,"20",NA,NA,"25",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2002,8,15,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","CON","AIR16","2007/09/02","P",NA,NA,0,"WHR_CON","SMC","5","P","2002/08/15","25",NA,NA,"25","25",NA,"1091","_20_","20_","75_100","75_100","34.7096254414578, -119.796741758473",600.001028594,10700.0006151,0.038,0.144408047199249,0.183830485688741,489
