"","OBJECTID","FS_UNIT_NA","FS_UNIT_ID","PHYSIOGNOM","USGS_ANDER","USGS_AND_1","LOCAL_ANDE","SAF_COVER_","SRM_COVER_","NVCS_CLASS","NVCS_SUBCL","NVCS_FORMA","NVCS_DIVIS","NVCS_MACRO","NVCS_GROUP","NVCS_ALLIA","NVCS_ASSOC","CULTURAL_C","CULTURAL_S","CULTURAL_F","CULTURAL_1","CULTURAL_G","CULTURAL_2","CULTURAL_T","CULTURAL_3","NVCS_LEGAC","AGGREGATIO","REGIONAL_D","REG_DOMINA","TOTAL_VEGE","TREE_CFA_C","TREE_CFA_V","SHRUB_CFA_","SHRUB_CFA1","CONIFER_CF","HARDWOOD_C","HERBACEOUS","OS_TREE_DI","OS_TREE__1","OS_TREE__2","REGIONAL_1","HARDWOOD_1","TREE_CFA_1","OS_TREE__3","OS_TREE__4","OS_TREE__5","REGIONAL_2","HERBACEO_1","SHRUB_CF_1","LOCAL_CLAS","LOCAL_CL_1","LOCAL_CL_2","LOCAL_CL_3","LOCAL_CL_4","LOCAL_CL_5","LOCAL_OS_T","LOCAL_OS_1","LOCAL_OS_2","MAP_UPDATE","UPDATE_COM","SOURCE_DAT","SOURCE_D_1","SOURCE_D_2","REV_DATE","DATA_SOURC","ACCURACY","ECOREGION_","ECOREGION1","ECOREGIO_1","ECOREGIO_2","ECOREGIO_3","CALVEGZONE","TILE","COVERTYPE","R05_DATA_S","CAUSE_DATE","PROD","CANOPYSTRU","REFORESTAT","ORIGIN_YEA","CWHR_LIFEF","CWHR_TYPE","CWHR_SIZE","CWHR_DENSI","SOURCE_D_3","CON_CFA","HDW_CFA","SHB_CFA","TOTAL_TREE","OS_TREE__6","OS_TREE__7","ORIG_FID","combined_c","tree_shrub","prefire","postfire","centroid_l","Shape_Leng","Shape_Area","random_sor","aspect_30m","cwd","dem_30m","insolation_30m","rain_30m","rdnbr_2007","slope_30m","tmax_30m","tmean_30m","tmin_30m","TPI_five_30m","TPI_queen_30m","TWI_30m","vpd_aug","vpd_jan","years_since_burn_30m"
"26","27",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"20",0,NA,0,"01",NA,NA,"25",0,NA,"QC","01","01","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,1993,5,29,"2010/08/16","31",0,"200","260","M262","M262B","M262Ba","7","48","MIX","TM","2007/09/02","P",NA,NA,0,"WHR_MIX","MHC","4","S","1993/05/29","05","05",NA,"15","25","15","848","_01_","20_","25_75","25_75","34.7133036666947, -119.804092128063",1070.00065093,24225.0111029,0.0640481,146.30124268165,668.576962984525,1900.79496882512,1671681.56730769,1244.45588566707,342.944528432993,17.8930617662577,17.1910252204308,12.5192306225116,7.83794887249286,0.661459366289469,0.25875150003972,4.51902999327733,22.4736589285044,8.60192959125225,84
"27","28",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"20",0,NA,0,"01",NA,NA,"25",0,NA,"QC","01","01","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,1997,8,28,"2010/08/16","31",0,"200","260","M262","M262B","M262Ba","7","48","MIX","TM","2007/09/02","P",NA,NA,0,"WHR_MIX","MHC","4","S","1997/08/28","05","05",NA,"15","25","15","849","_01_","20_","25_75","25_75","34.7105434729754, -119.791015146467",1219.99825807,22525.00464,0.672776,108.720224151611,737.623071289063,1757.35595703125,1502919.145,1213.14001464844,395.833810424805,15.1760625648499,17.6200008392334,12.8199996948242,8.01000022888184,-0.531508248522878,-0.203798560127616,5.97740873336792,24.4568142700195,8.76285617828369,84
"28","29",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"20",0,NA,0,"01",NA,NA,"25",0,NA,"QC","01","01","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,1997,8,28,"2010/08/16","31",0,"200","260","M262","M262B","M262Ba","7","48","MIX","TM","2007/09/02","P",NA,NA,0,"WHR_MIX","MHC","4","S","1997/08/28","05","05",NA,"15","25","15","849","_01_","20_","25_75","25_75","34.7138776836986, -119.806102948212",1219.99995812,44075.013748,0.84212,110.059191647698,665.705429974724,1915.92731071921,1622034.43627451,1260.13000488281,421.346838708017,9.04887766931571,16.75,12.1199998855591,7.48000001907349,-0.256226916468757,-0.0952292047783404,6.75841098673203,22.1670087926528,8.48869409748152,84
"29","30",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"20",0,NA,0,"01",NA,NA,"25",0,NA,"QC","01","01","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,1997,8,28,"2010/08/16","31",0,"200","260","M262","M262B","M262Ba","7","48","MIX","TM","2007/09/02","P",NA,NA,0,"WHR_MIX","MHC","4","S","1997/08/28","05","05",NA,"15","25","15","849","_01_","20_","25_75","25_75","34.7155206398367, -119.807632978899",1350.00066437,24225.0113542,0.858804,134.014850387573,683.701594238281,1947.16390136719,1477776.78,1260.13000488281,323.8975,15.6875197601318,16.75,12.1199998855591,7.48000001907349,0.3668934411183,0.1298406971246,4.94169708251953,21.8059620666504,8.36989795684814,84
"30","31",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"20",0,NA,0,"01",NA,NA,"25",0,NA,"QC","01","01","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,1997,8,28,"2010/08/16","31",0,"200","260","M262","M262B","M262Ba","7","48","MIX","TM","2007/09/02","P",NA,NA,0,"WHR_MIX","MHC","4","S","1997/08/28","05","05",NA,"15","25","15","849","_01_","20_","25_75","25_75","34.7169035966888, -119.809723088419",2110.00140053,81250.0204435,0.250382,90.9119674682617,700.434653049045,1942.24452446832,1562490.38472222,1260.13000488281,305.364832115173,16.7283415688409,16.75,12.1199998855591,7.48000001907349,0.0836418241831577,0.0295519225834545,5.64061230818431,21.8043674045139,8.42119861178928,84
"31","32",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"20",0,NA,0,"01",NA,NA,"25",0,NA,"QC","01","01","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2002,8,15,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","AIR16","2007/09/02","P",NA,NA,0,"WHR_MIX","MHC","4","S","2002/08/15","05","05",NA,"15","25","15","850","_01_","20_","75_100","75_100","34.7099148743786, -119.78285576808",1640.00227806,32900.0059918,0.4062,83.9968637360467,747.406395806207,1766.12227376302,1504318.00347222,1183.30004882812,448.708625157674,13.5115308298005,17.6100006103516,12.710000038147,7.80999994277954,-0.526531832085715,-0.208699074496205,6.44522647725211,24.6235905753242,8.72027034229702,84
"32","33",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"20",0,NA,0,"01",NA,NA,"25",0,NA,"QC","01","01","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2002,8,15,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","AIR16","2007/09/02","P",NA,NA,0,"WHR_MIX","MHC","4","S","2002/08/15","05","05",NA,"15","25","15","850","_01_","20_","25_75","25_75","34.7131352048935, -119.786475277406",550.000726202,10425.0028224,0.0209953,119.861964485862,732.086375843395,1802.04971590909,1609844.63636364,1183.78002929688,276.702980735085,13.5669319412925,17.6499996185303,12.5,7.34000015258789,-0.723937363109805,-0.287118933586912,5.7378058867021,24.8994451002641,8.70498275756836,84
"33","34",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"20",0,NA,0,"01",NA,NA,"25",0,NA,"QC","01","01","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2002,8,15,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","AIR16","2007/09/02","P",NA,NA,0,"WHR_MIX","MHC","4","S","2002/08/15","05","05",NA,"15","25","15","850","_01_","20_","75_100","25_75","34.7130594377322, -119.799980613668",1019.99904866,22375.0017282,0.636372,69.5844501654307,686.546257019043,1855.1041208903,1209532.17447917,1231.49288431803,284.81211344401,27.6951324144999,17.6270825068156,12.9091665347417,8.18125029404958,-0.558072697992126,-0.211962590770175,5.10551884770393,23.1327956517537,8.79897622267405,84
"34","35",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"20",0,NA,0,"20",NA,NA,"25",0,NA,"QC","01","01","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","NAIP","2007/09/02","P",NA,NA,0,"WHR_CON","SMC","4","P","2010/07/01","15","05",NA,"25","25","15","851","_20_","20_","25_75","25_75","34.7104719467186, -119.780172772934",539.998825728,5250.00175616,0.687973,260.836059570312,759.76884765625,1746.35815429688,1525096.9,1183.30004882812,231.310063171387,13.6434942245483,17.6100006103516,12.710000038147,7.80999994277954,-0.111303731799126,-0.0391174256801605,5.39778008460999,25.7415512084961,8.65443019866943,84
"35","36",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"40",0,NA,0,"20",NA,NA,"00",0,NA,"QC","01","01","00",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"AC",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","NAIP","2007/09/02","P",NA,NA,0,"WHR_CON","SMC","2","P","2010/07/01","25","05",NA,"35","02","02","852","_20_","40_","75_100","75_100","34.7086620793304, -119.80347732048",640.00013047,10925.009871,0.0385217,166.517091924494,732.142600319602,1840.74329723011,1625758.25,1241.91482821378,258.463953191584,21.0139969045466,17.4069697640159,12.8363639658148,8.25606103376909,-1.43564427711747,-0.544171713969924,6.27662715044889,22.4367908130993,8.62187506935813,84
"36","37",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"40",0,NA,0,"20",NA,NA,"07",0,NA,"QC","01","01","00",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,1997,8,28,"2010/08/16","31",0,"200","260","M262","M262B","M262Ba","7","48","MIX","TM","2007/09/02","P",NA,NA,0,"WHR_CON","SMC","3","P","1997/08/28","25","05",NA,"35","07","02","853","_20_","40_","75_100","25_75","34.7088017073464, -119.791769609263",950.00044522,14650.002456,0.209942,119.212420145671,738.742171223958,1769.48352864583,1598261.74166667,1213.14001464844,224.817144775391,10.8482025464376,17.6200008392334,12.8199996948242,8.01000022888184,-0.442698391030232,-0.175781475504239,6.39068139394124,23.9341789245605,8.84945195515951,84
"37","38",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"20",0,NA,0,"01",NA,NA,"25",0,NA,"QC","01","01","07",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"AC",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","NAIP","2007/09/02","P",NA,NA,0,"WHR_MIX","MHC","4","S","2010/07/01","05","05",NA,"15","25","07","854","_01_","20_","25_75","25_75","34.7069964752943, -119.781488232149",729.999534761,15950.0015821,0.0618577,277.707304302015,761.290983501234,1737.74103104441,1564775.09210526,1183.30004882812,378.681212525619,8.64821503036901,17.6100006103516,12.710000038147,7.80999994277954,-0.279710202820991,-0.101170770921989,6.70791914588527,25.2841429459421,8.66655952052066,84
"38","39",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"20",0,NA,0,"01",NA,NA,"25",0,NA,"QC","01","01","07",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"AC",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","NAIP","2007/09/02","P",NA,NA,0,"WHR_MIX","MHC","4","S","2010/07/01","05","05",NA,"15","25","07","854","_01_","20_","25_75","25_75","34.7157850879184, -119.803002432168",1114.66838542,16753.317605,0.613112,92.2005671332864,694.454281077665,1854.60946116728,1492705.92647059,1231.33996582031,426.678987390855,24.1113554449642,17.6299991607666,12.9099998474121,8.18000030517578,0.333696346949129,0.130572753794053,4.8666872697718,22.9637865178725,8.74390226251939,84
"39","40",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"20",0,NA,0,"20",NA,NA,"25",0,NA,"QC","01","01","07",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"AC",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","NAIP","2007/09/02","P",NA,NA,0,"WHR_CON","SMC","4","P","2010/07/01","15","05",NA,"25","25","07","855","_20_","20_","25_75","25_75","34.7096143477002, -119.79397758648",710.000033817,10675.0061769,0.00547039,224.76136932373,716.4771484375,1810.00509033203,1659578.525,1213.14001464844,311.777680969238,12.3027881145477,17.6200008392334,12.8199996948242,8.01000022888184,-0.228565807640553,-0.096330089494586,5.5076295375824,23.8110372543335,8.79243764877319,84
"40","41",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"20",0,NA,0,"20",NA,NA,"25",0,NA,"QC","01","01","07",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"AC",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","NAIP","2007/09/02","P",NA,NA,0,"WHR_CON","SMC","4","P","2010/07/01","15","05",NA,"25","25","07","855","_20_","20_","25_75","25_75","34.7140970883386, -119.800826303117",810.000838556,19175.008986,0.476038,173.609569051991,686.060400921365,1861.14121412194,1626680.65217391,1231.33996582031,328.869906881581,14.5979934878971,17.6299991607666,12.9099998474121,8.18000030517578,0.364981980508436,0.140265207353008,5.43433452689129,23.0706108756687,8.80194999860681,84
"41","42",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"20",0,NA,0,"20",NA,NA,"25",0,NA,"QC","01","01","07",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"AC",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","NAIP","2007/09/02","P",NA,NA,0,"WHR_CON","SMC","4","P","2010/07/01","15","05",NA,"25","25","07","855","_20_","20_","75_100","25_75","34.7176870189275, -119.802672180937",629.999830005,11450.0046731,0.835454,292.929772010216,700.483135516827,1817.34292367788,1294517.51923077,1231.33996582031,428.827139047476,20.6295493932871,17.6299991607666,12.9099998474121,8.18000030517578,-0.436219816024487,-0.149834658950567,5.76912201367892,23.025388277494,8.7195609166072,84
"42","43",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"20",0,NA,0,"20",NA,NA,"25",0,NA,"QC","01","01","07",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,1993,5,29,"2010/08/16","31",0,"200","260","M262","M262B","M262Ba","7","48","MIX","TM","2007/09/02","P",NA,NA,0,"WHR_CON","SMC","4","P","1993/05/29","15","05",NA,"25","25","07","856","_20_","20_","25_75","25_75","34.7087888703703, -119.785778882177",669.9991319,13600.0050738,0.747531,67.1675137877464,744.956592559814,1796.38911437988,1450757.359375,1183.30004882812,137.679339647293,17.3841418623924,17.6100006103516,12.710000038147,7.80999994277954,-0.185142511036247,-0.0718757875729352,5.13722488284111,24.1486066579819,8.76957762241364,84
"43","44",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"40",0,NA,0,"20",NA,NA,"25",0,NA,"QC","20","20","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"AC",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","NAIP","2007/09/02","P",NA,NA,0,"WHR_MIX","MHC","4","M","2010/07/01","25","25",NA,"55","25","15","857","_20_","40_","75_100","75_100","34.7133193423257, -119.788154924831",380.000018095,4524.9954298,0.195032,297.957476806641,736.376879882813,1792.26313476562,1488982.5,1230.94995117188,285.422030639648,12.8273473739624,17.8700008392334,12.3699998855591,6.86999988555908,-0.45709905475378,-0.200587958097458,5.54399490356445,25.0535781860352,8.67712249755859,84
"44","45",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"40",0,NA,0,"20",NA,NA,"25",0,NA,"QC","20","20","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"AC",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","NAIP","2007/09/02","P",NA,NA,0,"WHR_MIX","MHC","4","M","2010/07/01","25","25",NA,"55","25","15","857","_20_","40_","25_75","25_75","34.7122445810333, -119.78937432422",2049.99889768,45025.0044447,0.851519,261.922006345263,741.20001819087,1726.15749942555,1456586.33088235,1222.68520938649,284.593290216783,23.6050914315616,17.7539877050063,12.5788232952941,7.39901965272193,-0.635951487320092,-0.23046682051876,6.23013696483537,25.047166001563,8.66904931909898,84
"45","46",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"40",0,NA,0,"20",NA,NA,"25",0,NA,"QC","20","20","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"AC",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","NAIP","2007/09/02","P",NA,NA,0,"WHR_MIX","MHC","5","M","2010/07/01","25","25",NA,"55","25","15","858","_20_","40_","75_100","75_100","34.7170175306655, -119.791545749032",1019.99974862,18050.0026076,0.751689,290.889033847385,753.442779541016,1649.05034722222,1269786.45833333,1230.94995117188,203.567033131917,28.7205272250705,17.8700008392334,12.3699998855591,6.86999988555908,-0.244579923649629,-0.0850988306208617,6.00824247466193,26.4317831463284,8.47679042816162,84
"46","47",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"40",0,NA,0,"20",NA,NA,"25",0,NA,"QC","20","20","07",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","NAIP","2007/09/02","P",NA,NA,0,"WHR_CON","SMC","4","M","2010/07/01","25","15",NA,"45","25","07","859","_20_","40_","25_75","25_75","34.7154086383282, -119.791247663237",380.000518101,4350.00041323,0.943206,257.391002655029,748.835083007812,1672.8544921875,1472349.28125,1230.94995117188,288.449718475342,22.4004065990448,17.8700008392334,12.3699998855591,6.86999988555908,-0.708685979247093,-0.247195348143578,6.00055229663849,25.8866190910339,8.53050994873047,84
"47","48",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"40",0,NA,0,"20",NA,NA,"15",0,NA,"QC","20","20","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,1997,8,28,"2010/08/16","31",0,"200","260","M262","M262B","M262Ba","7","48","MIX","TM","2007/09/02","P",NA,NA,0,"WHR_MIX","MHC","4","P","1997/08/28","15","15",NA,"35","15","15","860","_20_","40_","75_100","75_100","34.7045293727719, -119.788746764465",559.999826677,6650.00616458,0.979728,85.1624552408854,762.388051350911,1693.5317586263,1324743.5,1200.35666910807,146.30690129598,24.2860013643901,17.648889541626,12.8083330790202,7.95777797698975,-1.86628103256226,-0.721370567878087,6.23954657713572,25.1752465565999,8.70762983957926,84
"48","49",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"40",0,NA,0,"20",NA,NA,"25",0,NA,"QC","20","20","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,1997,8,28,"2010/08/16","31",0,"200","260","M262","M262B","M262Ba","7","48","MIX","TM","2007/09/02","P",NA,NA,0,"WHR_CON","SMC","4","M","1997/08/28","25","15",NA,"45","25","15","861","_20_","40_","75_100","75_100","34.7141442775157, -119.792610708714",1120.00005351,32550.0099175,0.982655,256.676132707035,741.304965748506,1718.78010110294,1160299.83455882,1230.94995117188,202.959003602757,27.9268257758197,17.8700008392334,12.3699998855591,6.86999988555908,-0.0638419775675763,-0.0260922319310553,5.02090908499325,25.2942144169527,8.61126521054436,84
"49","50",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"40",0,NA,0,"20",NA,NA,"25",0,NA,"QC","20","20","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,1997,8,28,"2010/08/16","31",0,"200","260","M262","M262B","M262Ba","7","48","MIX","TM","2007/09/02","P",NA,NA,0,"WHR_CON","SMC","4","M","1997/08/28","25","15",NA,"45","25","15","861","_20_","40_","75_100","25_75","34.715669645075, -119.799205069538",839.999639959,17425.0088236,0.12087,89.1495197296143,711.23772277832,1806.08948974609,1505529.9,1231.33996582031,366.811081695557,20.327833533287,17.6299991607666,12.9099998474121,8.18000030517578,0.0660658150911331,0.0237894675694406,5.41863567829132,23.5772479057312,8.84526686668396,84
"50","51",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"40",0,NA,0,"20",NA,NA,"25",0,NA,"QC","20","20","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,1997,8,28,"2010/08/16","31",0,"200","260","M262","M262B","M262Ba","7","48","MIX","TM","2007/09/02","P",NA,NA,0,"WHR_CON","SMC","4","M","1997/08/28","25","15",NA,"45","25","15","861","_20_","40_","25_75","25_75","34.7184248427762, -119.797449255642",470.000622361,7850.01116397,0.772856,253.858780670166,725.993286132812,1744.90017089844,1274380.55,1231.33996582031,258.928742980957,21.5149733543396,17.6299991607666,12.9099998474121,8.18000030517578,-0.0147881388664246,-0.00466189458966255,5.2179859161377,24.6978143692017,8.74705600738525,84
"51","52",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"40",0,NA,0,"20",NA,NA,"25",0,NA,"QC","20","20","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,1997,8,28,"2010/08/16","31",0,"200","260","M262","M262B","M262Ba","7","48","MIX","TM","2007/09/02","P",NA,NA,0,"WHR_MIX","MHC","4","M","1997/08/28","15","25",NA,"45","25","15","862","_20_","40_","25_75","25_75","34.7060234163645, -119.792102626732",680.000532375,12800.0070493,0.470889,114.134806769235,768.648712158203,1760.89042445592,1611285.89285714,1213.14001464844,313.716869354248,15.0233515330723,17.6200008392334,12.8199996948242,8.01000022888184,-0.80277119204402,-0.310253685140716,6.12307616642543,24.5038557052612,8.77058615003313,84
"52","53",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"40",0,NA,0,"20",NA,NA,"25",0,NA,"QC","20","20","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,1997,8,28,"2010/08/16","31",0,"200","260","M262","M262B","M262Ba","7","48","MIX","TM","2007/09/02","P",NA,NA,0,"WHR_MIX","MHC","4","M","1997/08/28","15","25",NA,"45","25","15","862","_20_","40_","75_100","75_100","34.707053506181, -119.791566069778",729.999834752,14425.0049685,0.559305,75.0954010009766,747.513460286458,1752.0816813151,1292395.96666667,1213.14001464844,126.880205281576,25.1753625869751,17.6200008392334,12.8199996948242,8.01000022888184,-0.85050635933876,-0.322466701641679,5.37560981114705,24.2106817881266,8.8172212600708,84
"53","54",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"40",0,NA,0,"20",NA,NA,"25",0,NA,"QC","01","01","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,1997,8,28,"2010/08/16","31",0,"200","260","M262","M262B","M262Ba","7","48","MIX","TM","2007/09/02","P",NA,NA,0,"WHR_CON","SMC","4","P","1997/08/28","25","05",NA,"35","25","15","863","_20_","40_","75_100","75_100","34.7090176206194, -119.788583683041",1560.00037433,28799.9933796,0.446043,240.388361692429,742.056022644043,1761.9600982666,1407243.61328125,1211.89668273926,247.659085035324,19.0177444517612,17.6195842027664,12.8154163956642,8.00166687369347,-0.479224736336619,-0.180220871618076,5.6487684622407,24.3483689427376,8.76766934990883,84
